1 0.0505755 30.0706
2 0.149419 37.2165
3 0.263968 44.7803
4 0.411538 52.5932
5 0.611038 60.2697
6 1.074 66.8603
7 1.29032 74.4334
8 1.90069 80.7203
9 2.76962 86.2473
10 3.94567 90.7926
11 5.76813 93.3517
12 8.05295 95.5377
13 10.4921 100.428
14 12.4734 105.143
15 12.7722 110.287
16 11.004 115.633
17 6.66779 120.31
18 0.58295 124.078
19 -6.39746 126.523
20 -13.7962 126.909
21 -22.2337 124.922
22 -35.218 119.006
23 -56.1376 107.971
24 -83.5828 93.8521
25 -105.081 81.8028
26 -122.184 69.6527
27 -127.946 62.7018
28 -116.712 61.5305
29 -101.906 60.6038
30 -81.8383 59.6075
31 -68.2844 59.0495
32 -59.3675 58.7503
33 -51.7786 58.3955
34 -44.8926 57.8714
35 -39.4909 57.1877
36 -33.8995 56.3723
37 -30.6765 55.5991
38 -29.3862 54.5311
39 -27.1227 53.4786
40 -25.3018 52.254
41 -24.0923 50.7477
42 -22.3151 49.2845
43 -21.0312 47.7048
44 -19.0416 46.1694
45 -17.6539 44.5209
46 -17.5202 43.0005
47 -15.8262 41.6357
48 -14.9503 40.3627
49 -13.2584 39.2113
50 -11.8635 38.138
51 -10.444 37.1311
52 -9.08022 36.1545
53 -7.71078 35.0486
54 -6.02984 34.0517
55 -4.77426 32.8836
56 -3.88251 31.995
57 -3.06451 31.3154
58 -2.16646 30.8219
59 -1.30643 30.5089
60 -0.525771 30.268
61 0.216832 30.0301
62 0.972704 29.7779
63 1.6298 29.5475
64 2.15144 29.4397
65 2.68149 29.5217
66 2.92232 29.7085
67 3.58099 29.9996
68 3.88051 30.343
69 4.13354 30.7931
70 4.35481 31.1874
71 4.42827 31.6135
72 4.53175 31.9481
73 4.65657 32.3085
74 4.8044 32.5718
75 5.00059 32.8181
76 5.08879 33.0645
77 5.24054 33.2965
78 5.32231 33.5754
79 5.46148 33.7803
80 5.59404 34.0181
81 5.68764 34.1831
82 5.77762 34.3337
83 5.86346 34.3887
84 5.94683 34.5716
85 5.9869 34.5596
86 6.04875 34.5678
87 6.18015 34.4795
88 6.23524 34.4215
89 6.26463 34.3645
90 6.29631 34.2396
91 6.35711 34.0913
92 6.3897 33.9955
93 6.43282 33.8475
94 6.45258 33.8182
95 6.49239 33.6842
96 6.55787 33.718
97 6.58966 33.6871
98 6.61719 33.8817
99 6.6073 34.0032
100 6.65678 33.7156
101 6.70032 33.7976
102 6.71386 33.9972
103 6.734 33.7995
104 6.77966 33.8239
105 6.836 32.9669
106 6.93751 33.7381
107 6.94998 33.5529
108 6.96103 33.5875
109 6.93265 33.2039
110 6.94726 33.1002
111 6.94088 32.9056
112 6.93519 32.4585
113 6.94377 32.3153
114 6.91386 31.9248
115 6.87638 31.8465
116 6.83063 31.2927
117 6.80671 31.0763
118 6.75593 30.635
119 6.72471 30.2776
120 6.67482 29.9233
121 6.61924 29.6303
122 6.55892 29.3494
123 6.52557 29.0217
124 6.48314 28.4651
125 6.45052 28.5059
126 6.37762 28.3802
127 6.25289 28.1963
128 6.13561 27.8843
129 6.01501 27.3734
