1   29.9994     -0.00111526   29.9994
1   29.9983     -0.00153862   29.9983
1   29.9976     -0.0012129   29.9976
1   29.9988     0.00033742   29.9988
1   29.9993     0.00122971   29.9993
1   29.9998     0.0016995   29.9998
1   30.001     0.00214302   30.001
1   30.0006     0.00157913   30.0006
1   29.9979     -0.000529859   29.9979
1   29.9917     -0.00655807   29.9917
1   29.98     -0.0181531   29.98
1   29.9611     -0.0366807   29.9611
1   29.9338     -0.062815   29.9338
1   29.9037     -0.0889695   29.9037
1   29.8913     -0.0881061   29.8913
1   29.9415     0.00351326   29.9415
1   30.0923     0.276537   30.0923
1   30.2312     0.773647   30.2312
1   29.5733     1.24775   29.5733
1   23.9615     0.155648   23.9615
1   4.96292     1.32642   4.96292
1   -0.35407     21.7904   -0.35407
1   1.3566     29.449   1.3566
1   0.889148     30.2931   0.889148
1   0.568947     30.2398   0.568947
1   0.890253     30.2936   0.890253
1   1.35777     29.4508   1.35777
1   -0.351905     21.7988   -0.351905
1   4.95006     1.33393   4.95006
1   23.9531     0.152491   23.9531
1   29.5712     1.24719   29.5712
1   30.2312     0.774383   30.2312
1   30.0934     0.277869   30.0934
1   29.9425     0.00438553   29.9425
1   29.8913     -0.088383   29.8913
1   29.9037     -0.0892039   29.9037
1   29.9344     -0.062356   29.9344
1   29.9616     -0.0362534   29.9616
1   29.9798     -0.018435   29.9798
1   29.991     -0.00749065   29.991
1   29.9966     -0.0018821   29.9966
1   29.9997     0.00129385   29.9997
1   30.0019     0.00369464   30.0019
1   30.001     0.00290991   30.001
1   29.9985     0.000339546   29.9985
1   29.9973     -0.000749858   29.9973
1   29.9973     -0.00145944   29.9973
1   29.9984     -0.00160278   29.9984
1   30.0004     -0.000135365   30.0004
1   30.0013     0.000928471   30.0013
1   0.000699133     30.0009   0.000699133
1   0.000793481     30.0008   0.000793481
1   0.000900097     30.0004   0.000900097
1   0.00071569     30   0.00071569
1   0.000178144     29.9994   0.000178144
1   -0.00045762     29.9988   -0.00045762
1   -0.000871891     29.9982   -0.000871891
1   -0.000961104     29.9979   -0.000961104
1   -0.000836151     29.998   -0.000836151
1   -0.000621707     29.9985   -0.000621707
1   -0.000370261     29.9991   -0.000370261
1   -0.000110935     29.9996   -0.000110935
1   0.000115312     29.9999   0.000115312
1   0.000228398     29.9999   0.000228398
1   0.000102289     29.9996   0.000102289
1   -0.000302822     29.9989   -0.000302822
1   -0.000784873     29.9981   -0.000784873
1   -0.00105942     29.9975   -0.00105942
1   -0.00110105     29.9971   -0.00110105
1   -0.0011054     29.9967   -0.0011054
1   -0.00112808     29.9966   -0.00112808
1   -0.00102613     29.9969   -0.00102613
1   -0.000745823     29.9975   -0.000745823
1   -0.000418755     29.998   -0.000418755
1   -0.000165278     29.9984   -0.000165278
1   -1.25863e-05     29.9986   -1.25863e-05
1   -2.343e-05     29.9985   -2.343e-05
1   -0.000297582     29.9981   -0.000297582
1   -0.000771071     29.9975   -0.000771071
1   -0.00118735     29.997   -0.00118735
1   -0.00137346     29.9968   -0.00137346
1   -0.00139526     29.9969   -0.00139526
1   -0.00133381     29.9973   -0.00133381
1   -0.00108794     29.9978   -0.00108794
1   -0.000558798     29.9986   -0.000558798
