0 0 -4.44597 25.4547 -4.44597
0 0.2 -5.73685 24.1816 -5.73685
0 0.4 -4.20601 25.6555 -4.20601
0 0.6 -4.01382 25.8407 -4.01382
0 0.8 -3.94154 25.903 -3.94154
0 1 -3.89944 25.9635 -3.89944
0 1.2 -3.8501 26.0621 -3.8501
0 1.4 -3.8405 26.0961 -3.8405
0 1.6 -3.88374 26.0373 -3.88374
0 1.8 -3.88719 26.0054 -3.88719
0 2 -3.84697 26.0419 -3.84697
0 2.2 -3.86623 26.0556 -3.86623
0 2.4 -3.96974 25.9857 -3.96974
0 2.6 -4.02946 25.9199 -4.02946
0 2.8 -3.95447 25.9693 -3.95447
0 3 -3.85789 26.0513 -3.85789
0 3.2 -3.80514 26.0476 -3.80514
0 3.4 -3.625 26.0541 -3.625
0 3.6 -3.45112 25.7955 -3.45112
0 3.8 -4.0172 23.6835 -4.0172
0 4 -7.06708 14.1617 -7.06708
0 4.2 -2.87845 -4.1161 -2.87845
0 4.4 18.8528 -4.42559 18.8528
0 4.6 26.3512 -1.92733 26.3512
0 4.8 27.3111 -1.72329 27.3111
0 5 26.2671 -1.96452 26.2671
0 5.2 18.637 -4.50619 18.637
0 5.4 -3.05529 -3.97011 -3.05529
0 5.6 -6.9351 14.4453 -6.9351
0 5.8 -3.93454 23.8458 -3.93454
0 6 -3.47946 25.8222 -3.47946
0 6.2 -3.74213 25.9487 -3.74213
0 6.4 -3.8994 25.9116 -3.8994
0 6.6 -3.80535 26.0483 -3.80535
0 6.8 -3.77069 26.1552 -3.77069
0 7 -3.88832 26.1472 -3.88832
0 7.2 -4.0365 26.0231 -4.0365
0 7.4 -4.07216 25.8704 -4.07216
0 7.6 -3.90285 25.9219 -3.90285
0 7.8 -3.69836 26.1687 -3.69836
0 8 -3.79108 26.2024 -3.79108
0 8.2 -4.08324 25.8899 -4.08324
0 8.4 -3.93539 25.8859 -3.93539
0 8.6 -3.48764 26.3599 -3.48764
0 8.8 -3.9175 26.1069 -3.9175
0 9 -4.46237 25.4429 -4.46237
0 9.2 -3.64475 26.1545 -3.64475
0 9.4 -2.39295 27.6121 -2.39295
0 9.6 2.11248 31.8856 2.11248
0 9.8 -21.9523 7.94512 -21.9523
0.2 0 -6.91556 23.0552 -6.91556
0.2 0.2 -8.24965 21.7382 -8.24965
0.2 0.4 -6.71917 23.2112 -6.71917
0.2 0.6 -6.52248 23.3986 -6.52248
0.2 0.8 -6.44861 23.4605 -6.44861
0.2 1 -6.41261 23.5145 -6.41261
0.2 1.2 -6.37263 23.6045 -6.37263
0.2 1.4 -6.36706 23.6349 -6.36706
0.2 1.6 -6.40457 23.5805 -6.40457
0.2 1.8 -6.39558 23.5588 -6.39558
0.2 2 -6.34548 23.6041 -6.34548
0.2 2.2 -6.36599 23.6177 -6.36599
0.2 2.4 -6.48342 23.5353 -6.48342
0.2 2.6 -6.55952 23.4519 -6.55952
0.2 2.8 -6.48693 23.4938 -6.48693
0.2 3 -6.37225 23.5891 -6.37225
0.2 3.2 -6.29572 23.6096 -6.29572
0.2 3.4 -6.11051 23.6263 -6.11051
0.2 3.6 -5.95976 23.3469 -5.95976
0.2 3.8 -6.56717 21.1805 -6.56717
0.2 4 -9.62357 11.607 -9.62357
0.2 4.2 -5.32256 -6.58262 -5.32256
0.2 4.4 16.4293 -6.86891 16.4293
0.2 4.6 23.9552 -4.36884 23.9552
0.2 4.8 24.9318 -4.15666 24.9318
0.2 5 23.8754 -4.40361 23.8754
0.2 5.2 16.2358 -6.93975 16.2358
0.2 5.4 -5.47298 -6.45435 -5.47298
0.2 5.6 -9.49956 11.8675 -9.49956
0.2 5.8 -6.48971 21.3347 -6.48971
0.2 6 -5.9908 23.3694 -5.9908
0.2 6.2 -6.22801 23.5186 -6.22801
0.2 6.4 -6.38742 23.4744 -6.38742
0.2 6.6 -6.3139 23.591 -6.3139
0.2 6.8 -6.29783 23.6852 -6.29783
0.2 7 -6.42032 23.6779 -6.42032
0.2 7.2 -6.56091 23.5613 -6.56091
0.2 7.4 -6.58196 23.4185 -6.58196
0.2 7.6 -6.39651 23.4827 -6.39651
0.2 7.8 -6.18347 23.7405 -6.18347
0.2 8 -6.28683 23.7717 -6.28683
0.2 8.2 -6.61168 23.4332 -6.61168
0.2 8.4 -6.49314 23.3959 -6.49314
0.2 8.6 -6.02894 23.8736 -6.02894
0.2 8.8 -6.39719 23.6768 -6.39719
0.2 9 -6.90559 23.0619 -6.90559
0.2 9.2 -6.12643 23.7494 -6.12643
0.2 9.4 -4.90625 25.1795 -4.90625
0.2 9.6 -0.345182 29.5085 -0.345182
0.2 9.8 -24.8516 5.09223 -24.8516
0.4 0 -4.3178 25.6404 -4.3178
0.4 0.2 -5.69424 24.2805 -5.69424
0.4 0.4 -4.18978 25.7268 -4.18978
0.4 0.6 -4.00958 25.8966 -4.00958
0.4 0.8 -3.94191 25.9518 -3.94191
0.4 1 -3.90348 26.0073 -3.90348
0.4 1.2 -3.85592 26.1031 -3.85592
0.4 1.4 -3.84371 26.1377 -3.84371
0.4 1.6 -3.88084 26.0811 -3.88084
0.4 1.8 -3.87596 26.0528 -3.87596
0.4 2 -3.83078 26.0906 -3.83078
0.4 2.2 -3.8513 26.102 -3.8513
0.4 2.4 -3.96299 26.0233 -3.96299
0.4 2.6 -4.03072 25.9463 -4.03072
0.4 2.8 -3.95559 25.9898 -3.95559
0.4 3 -3.85048 26.0757 -3.85048
0.4 3.2 -3.7883 26.081 -3.7883
0.4 3.4 -3.60301 26.0948 -3.60301
0.4 3.6 -3.42441 25.8454 -3.42441
0.4 3.8 -3.99846 23.7343 -3.99846
0.4 4 -7.06584 14.2101 -7.06584
0.4 4.2 -2.90379 -4.08579 -2.90379
0.4 4.4 18.928 -4.36326 18.928
0.4 4.6 26.464 -1.83907 26.464
0.4 4.8 27.43 -1.63048 27.43
0.4 5 26.3864 -1.87808 26.3864
0.4 5.2 18.7836 -4.42539 18.7836
0.4 5.4 -2.97494 -4.01727 -2.97494
0.4 5.6 -6.95582 14.4074 -6.95582
0.4 5.8 -3.92147 23.8786 -3.92147
0.4 6 -3.45931 25.8618 -3.45931
0.4 6.2 -3.7243 25.9819 -3.7243
0.4 6.4 -3.88667 25.9372 -3.88667
0.4 6.6 -3.79965 26.0671 -3.79965
0.4 6.8 -3.77406 26.1693 -3.77406
0.4 7 -3.89515 26.1638 -3.89515
0.4 7.2 -4.03802 26.0475 -4.03802
0.4 7.4 -4.06254 25.9041 -4.06254
0.4 7.6 -3.8827 25.9642 -3.8827
0.4 7.8 -3.67605 26.2171 -3.67605
0.4 8 -3.77967 26.2498 -3.77967
0.4 8.2 -4.09434 25.9221 -4.09434
0.4 8.4 -3.96154 25.8984 -3.96154
0.4 8.6 -3.48951 26.3871 -3.48951
0.4 8.8 -3.87977 26.1789 -3.87977
0.4 9 -4.43109 25.5243 -4.43109
0.4 9.2 -3.64139 26.2074 -3.64139
0.4 9.4 -2.35653 27.6965 -2.35653
0.4 9.6 2.1112 31.943 2.1112
0.4 9.8 -21.9473 7.98877 -21.9473
0.6 0 -4.39927 25.6425 -4.39927
0.6 0.2 -5.7747 24.2831 -5.7747
0.6 0.4 -4.28018 25.7181 -4.28018
0.6 0.6 -4.10402 25.8827 -4.10402
0.6 0.8 -4.03539 25.9373 -4.03539
0.6 1 -3.99314 25.995 -3.99314
0.6 1.2 -3.94234 26.0923 -3.94234
0.6 1.4 -3.93025 26.1245 -3.93025
0.6 1.6 -3.97049 26.0614 -3.97049
0.6 1.8 -3.96878 26.0255 -3.96878
